"bay","behavior","site_track","x","y"
"PB","none","207398_4",537425.128698905,5368819.96495179
"PB","none","207398_4",537424.531366208,5368824.06641902
"PB","none","207398_4",537423.93403351,5368828.16788625
"PB","none","207398_4",537423.336700813,5368832.26935347
"PB","none","207398_4",537422.739368115,5368836.3708207
"PB","none","207398_4",537422.142035418,5368840.47228792
"PB","none","207398_4",537421.544702721,5368844.57375515
"PB","none","207398_4",537420.947370023,5368848.67522237
"PB","none","207398_4",537420.350037326,5368852.7766896
"PB","none","207398_4",537419.752704629,5368856.87815682
"PB","none","207398_4",537419.155371931,5368860.97962405
"PB","none","207398_4",537417.54016983,5368864.84232019
"PB","none","207398_4",537412.585940349,5368866.26434164
"PB","none","207398_4",537407.631710867,5368867.68636308
"PB","none","207398_4",537402.677481386,5368869.10838453
"PB","none","207398_4",537397.723251904,5368870.53040597
"PB","none","207398_4",537392.769022423,5368871.95242742
"PB","none","207398_4",537387.814792941,5368873.37444886
"PB","none","207398_4",537382.86056346,5368874.79647031
"PB","none","207398_4",537377.906333978,5368876.21849175
"PB","none","207398_4",537372.952104497,5368877.6405132
"PB","none","207398_4",537367.997875015,5368879.06253464
"PB","none","207398_4",537363.043645534,5368880.48455609
"PB","none","207398_4",537351.268210399,5368893.07299112
"PB","none","207398_4",537339.492775264,5368905.66142616
"PB","none","207398_4",537327.717340129,5368918.2498612
"PB","none","207398_4",537315.941904995,5368930.83829624
"PB","none","207398_4",537304.16646986,5368943.42673128
"PB","none","207398_4",537292.391034725,5368956.01516632
"PB","none","207398_4",537275.984415921,5368971.51690503
"PB","none","207398_4",537259.964044156,5368988.29301489
"PB","none","207398_4",537243.943672391,5369005.06912475
"PB","none","207398_4",537227.923300627,5369021.84523461
"PB","none","207398_4",537211.902928862,5369038.62134447
"PB","none","207398_4",537195.882557097,5369055.39745433
"PB","none","207398_4",537187.560305136,5369066.74043355
"PB","none","207398_4",537179.562315482,5369076.29137976
"PB","none","207398_4",537171.564325827,5369085.84232596
"PB","none","207398_4",537162.048215928,5369096.49041971
"PB","none","207398_4",537152.53210603,5369107.13851345
"PB","none","207398_4",537143.015996131,5369117.7866072
"PB","none","207398_4",537133.499886232,5369128.43470094
"PB","none","207398_4",537123.983776334,5369139.08279469
"PB","none","207398_4",537114.467666435,5369149.73088843
"PB","none","207398_4",537104.951556536,5369160.37898218
"PB","none","207398_4",537095.435446638,5369171.02707592
"PB","none","207398_4",537085.919336739,5369181.67516967
"PB","none","207398_4",537070.768724891,5369185.71338342
"PB","none","207398_4",537055.618113044,5369189.75159717
"PB","none","207398_4",537037.147037077,5369197.73939108
"PB","none","207398_4",537018.67596111,5369205.72718499
"PB","none","207398_4",537003.071048993,5369213.00362857
"PB","none","207398_4",536987.466136875,5369220.28007214
"PB","none","207398_4",536971.861224758,5369227.55651572
"PB","none","207398_4",536956.256312641,5369234.8329593
"PB","none","207398_4",536940.651400524,5369242.10940288
"PB","none","207398_4",536925.046488407,5369249.38584646
"PB","none","207398_4",536909.44157629,5369256.66229004
"PB","none","207398_4",536893.836664173,5369263.93873361
"PB","none","207398_4",536884.320102769,5369265.1011182
"PB","none","207398_4",536871.627478438,5369264.30407744
"PB","none","207398_4",536858.934854108,5369263.50703668
"PB","none","207398_4",536846.242229777,5369262.70999592
"PB","none","207398_4",536833.549605447,5369261.91295516
"PB","none","207398_4",536820.856981116,5369261.1159144
"PB","none","207398_4",536814.029291781,5369259.37098572
"PB","none","207398_4",536801.262012633,5369258.29590459
"PB","none","207398_4",536788.494733485,5369257.22082346
"PB","none","207398_4",536775.727454337,5369256.14574233
"PB","none","207398_4",536760.330916333,5369256.10450118
"PB","none","207398_4",536744.934378329,5369256.06326002
"PB","none","207398_4",536739.235504481,5369243.01120404
"PB","none","207398_4",536733.536630633,5369229.95914805
"PB","none","207398_4",536727.837756785,5369216.90709207
"PB","none","207398_4",536722.138882938,5369203.85503608
"PB","none","207398_4",536716.44000909,5369190.8029801
"PB","none","207398_4",536710.741135242,5369177.75092411
"PB","none","207398_4",536705.042261395,5369164.69886813
"PB","none","207398_4",536698.896686311,5369158.84131982
"PB","none","207398_4",536692.751111227,5369152.98377152
"PB","none","207398_4",536686.605536143,5369147.12622322
"PB","none","207398_4",536680.717600088,5369139.06827054
"PB","none","207398_4",536674.829664032,5369131.01031787
"PB","none","207398_4",536675.152842663,5369119.4389832
"PB","none","207398_4",536674.825338062,5369106.8574459
"PB","none","207398_4",536674.497833461,5369094.27590861
"PB","none","207398_4",536674.17032886,5369081.69437132
"PB","none","207398_4",536673.842824259,5369069.11283403
"PB","none","207398_4",536673.515319658,5369056.53129674
"PB","none","207398_4",536673.187815057,5369043.94975945
"PB","none","207398_4",536672.860310457,5369031.36822216
"PB","none","207398_4",536672.532805856,5369018.78668487
"PB","none","207398_4",536672.205301255,5369006.20514757
"PB","none","207398_4",536671.877796654,5368993.62361028
"PB","none","207398_4",536671.550292053,5368981.04207299
"PB","none","207398_4",536674.11092268,5368968.19105304
"PB","none","207398_4",536676.671553307,5368955.34003309
"PB","none","207398_4",536679.232183934,5368942.48901314
"PB","none","207398_4",536681.792814561,5368929.6379932
"PB","none","207398_4",536683.271848454,5368916.80228866
"PB","none","207398_4",536684.750882347,5368903.96658413
"PB","none","207398_4",536686.22991624,5368891.13087959
"PB","none","207398_4",536687.708950133,5368878.29517506
"PB","none","207398_4",536689.187984026,5368865.45947052
"PB","none","207398_4",536690.667017919,5368852.62376598
"PB","none","207398_4",536692.146051812,5368839.78806145
"PB","none","207398_4",536693.625085705,5368826.95235691
"PB","none","207398_4",536697.992322964,5368815.34987173
"PB","none","207398_4",536702.359560222,5368803.74738655
"PB","none","207398_4",536706.726797481,5368792.14490137
"PB","none","207398_4",536711.09403474,5368780.54241619
"PB","none","207398_4",536715.461271998,5368768.93993101
"PB","none","207398_4",536719.828509257,5368757.33744583
"PB","none","207398_4",536724.195746516,5368745.73496065
"PB","none","207398_4",536728.562983774,5368734.13247547
"PB","none","207398_4",536732.930221033,5368722.52999029
"PB","none","207398_4",536738.47541548,5368711.34115874
"PB","none","207398_4",536744.020609927,5368700.15232719
"PB","none","207398_4",536749.02435187,5368687.26846359
"PB","none","207398_4",536746.66746156,5368695.01840703
"PB","none","207398_4",536744.31057125,5368702.76835046
"PB","none","207398_4",536741.953680941,5368710.5182939
"PB","none","207398_4",536739.545108096,5368719.70649313
"PB","none","207398_4",536737.13653525,5368728.89469236
"PB","none","207398_4",536734.617547595,5368738.02661605
"PB","none","207398_4",536732.098559939,5368747.15853974
"PB","none","207398_4",536729.579572284,5368756.29046343
"PB","none","207398_4",536727.060584628,5368765.42238712
"PB","none","207398_4",536724.541596972,5368774.55431081
"PB","none","207398_4",536722.022609317,5368783.6862345
"PB","none","207398_4",536719.503621661,5368792.81815819
"PB","none","207398_4",536729.516598486,5368804.83098
"PB","none","207398_4",536739.529575311,5368816.84380181
"PB","none","207398_4",536749.542552137,5368828.85662361
"PB","none","207398_4",536759.555528962,5368840.86944542
"PB","none","207398_4",536769.568505787,5368852.88226723
"PB","none","207398_4",536779.581482612,5368864.89508904
"PB","none","207398_4",536790.097953656,5368878.32485705
"PB","none","207398_4",536800.614424699,5368891.75462506
"PB","none","207398_4",536810.764320471,5368904.36684347
"PB","none","207398_4",536820.914216244,5368916.97906188
"PB","none","207398_4",536831.064112016,5368929.59128029
"PB","none","207398_4",536841.214007788,5368942.2034987
"PB","none","207398_4",536844.458472912,5368960.00613018
"PB","none","207398_4",536847.702938036,5368977.80876167
"PB","none","207398_4",536850.94740316,5368995.61139315
"PB","none","207398_4",536854.191868284,5369013.41402463
"PB","none","207398_4",536857.436333408,5369031.21665611
"PB","none","207398_4",536860.680798531,5369049.0192876
"PB","none","207398_4",536859.500102556,5369066.17653936
"PB","none","207398_4",536856.252688399,5369084.01990801
"PB","none","207398_4",536853.005274243,5369101.86327665
"PB","none","207398_4",536849.757860086,5369119.7066453
"PB","none","207398_4",536846.510445929,5369137.55001395
"PB","none","207398_4",536843.263031772,5369155.3933826
"PB","none","207398_4",536835.654566481,5369176.26168623
"PB","none","207398_4",536828.046101189,5369197.12998986
"PB","none","207398_4",536820.437635898,5369217.99829348
"PB","none","207398_4",536809.98478797,5369245.61473995
"PB","none","207398_4",536799.531940042,5369273.23118641
"PB","none","207398_4",536789.079092114,5369300.84763288
"PB","none","207398_4",536773.731670945,5369324.50016558
"PB","none","207398_4",536758.384249776,5369348.15269827
"PB","none","207398_4",536743.036828606,5369371.80523097
"PB","none","207398_4",536728.647735014,5369395.26225745
"PB","none","207398_4",536716.344386383,5369408.38092163
"PB","none","207398_4",536704.041037752,5369421.4995858
"PB","none","207398_4",536692.501892938,5369435.50712063
"PB","none","207398_4",536671.78011392,5369462.61060804
"PB","none","207398_4",536654.197322993,5369484.88586664
"PB","none","207398_4",536642.658178179,5369498.89340147
"PB","none","207398_4",536623.382279693,5369518.68651926
"PB","none","207398_4",536604.106381207,5369538.47963705
"PB","none","207398_4",536584.83048272,5369558.27275484
"PB","none","207398_4",536560.16431865,5369583.28489705
"PB","none","207398_4",536535.49815458,5369608.29703926
"PB","none","207398_4",536510.831990509,5369633.30918148
"PB","none","207398_4",536486.165826439,5369658.32132369
"PB","none","207398_4",536461.499662368,5369683.3334659
"PB","none","207398_4",536427.955710559,5369706.32076829
"PB","none","207398_4",536394.41175875,5369729.30807068
"PB","none","207398_4",536360.86780694,5369752.29537308
"PB","none","207398_4",536328.304649561,5369766.3975653
"PB","none","207398_4",536295.741492181,5369780.49975752
"PB","none","207398_4",536259.868712394,5369793.37977886
"PB","none","207398_4",536242.125604718,5369800.14603443
"PB","none","207398_4",536217.274775027,5369809.34376779
"PB","none","207398_4",536184.63440132,5369821.10493022
"PB","none","207398_4",536166.891293644,5369827.8711858
"PB","none","207398_4",536137.704389213,5369838.49181596
"PB","none","207398_4",536119.691086977,5369851.91604409
"PB","none","207398_4",536121.836967065,5369835.49417134
"PB","none","207398_4",536123.143763884,5369824.56214677
"PB","none","207398_4",536125.289643972,5369808.14027402
"PB","none","207398_4",536127.43552406,5369791.71840127
"PB","none","207398_4",536129.581404148,5369775.29652852
"PB","none","207398_4",536130.010411082,5369768.60037919
"PB","none","207398_4",536131.23642242,5369759.26551341
"PB","none","207398_4",536132.462433758,5369749.93064764
"PB","none","207398_4",536123.044199901,5369737.33465325
"PB","none","207398_4",536113.625966044,5369724.73865885
"PB","none","207398_4",536104.207732188,5369712.14266445
"PB","none","207398_4",536090.915758195,5369725.31861837
"PB","none","207398_4",536082.473235423,5369733.89744486
"PB","none","207398_4",536067.76370726,5369716.73494826
"PB","none","207398_4",536045.999601702,5369694.2502002
"PB","none","207398_4",536021.666699866,5369670.25829877
"PB","none","207398_4",535997.333798031,5369646.26639734
"PB","none","207398_4",535973.000896195,5369622.27449592
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535948.66799436,5369598.28259449
"PB","none","207398_4",535985.108483801,5369583.77278026
"PB","none","207398_4",536014.623203347,5369571.87467988
"PB","none","207398_4",536045.745824496,5369559.44572117
"PB","none","207398_4",536068.833606908,5369550.46829439
"PB","none","207398_4",536091.921389321,5369541.49086762
"PB","none","207398_4",536116.804477046,5369531.70944254
"PB","none","207398_4",536149.947351436,5369520.63697416
"PB","none","207398_4",536189.012724379,5369509.0807392
"PB","none","207398_4",536228.078097323,5369497.52450425
"PB","none","207398_4",536267.143470267,5369485.96826929
"PB","none","207398_4",536306.208843211,5369474.41203433
"PB","none","207398_4",536345.274216155,5369462.85579938
"PB","none","207398_4",536380.054286341,5369444.7545598
"PB","none","207398_4",536414.834356526,5369426.65332022
"PB","none","207398_4",536449.614426712,5369408.55208065
"PB","none","207398_4",536484.394496898,5369390.45084107
"PB","none","207398_4",536519.174567083,5369372.34960149
"PB","none","207398_4",536550.60187153,5369358.95497601
"PB","none","207398_4",536582.029175977,5369345.56035052
"PB","none","207398_4",536613.456480423,5369332.16572504
"PB","none","207398_4",536644.88378487,5369318.77109955
"PB","none","207398_4",536676.311089317,5369305.37647407
"PB","none","207398_4",536704.36267055,5369296.26698147
"PB","none","207398_4",536732.414251784,5369287.15748887
"PB","none","207398_4",536766.184295932,5369280.78154556
"PB","none","207398_4",536799.95434008,5369274.40560225
"PB","none","207398_4",536833.724384228,5369268.02965894
"PB","none","207398_4",536866.11259676,5369256.91855445
"PB","none","207398_4",536898.500809292,5369245.80744996
"PB","none","207398_4",536928.209175388,5369227.56787434
"PB","none","207398_4",536957.917541484,5369209.32829871
"PB","none","207398_4",536987.62590758,5369191.08872309
"PB","none","207398_4",537012.755181859,5369177.87711702
"PB","none","207398_4",537037.884456138,5369164.66551095
"PB","none","207398_4",537059.502915511,5369153.54241028
"PB","none","207398_4",537081.121374885,5369142.41930961
"PB","none","207398_4",537103.398772547,5369132.98032998
"PB","none","207398_4",537125.67617021,5369123.54135036
"PB","none","207398_4",537147.953567872,5369114.10237073
"PB","none","207398_4",537168.920295159,5369104.9025743
"PB","none","207398_4",537189.887022445,5369095.70277787
"PB","none","207398_4",537210.853749732,5369086.50298144
"PB","none","207398_4",537228.84811222,5369076.66077192
"PB","none","207398_4",537246.842474709,5369066.81856241
"PB","none","207398_4",537264.836837197,5369056.97635289
"PB","none","207398_4",537282.831199685,5369047.13414337
"PB","none","207398_4",537302.055262247,5369033.50338738
"PB","none","207398_4",537321.279324809,5369019.87263139
"PB","none","207398_4",537328.767452794,5369018.16378205
"PB","none","207398_4",537336.255580778,5369016.45493272
"PB","none","207398_4",537343.743708762,5369014.74608339
"PB","none","207398_4",537351.231836746,5369013.03723405
"PB","none","207398_4",537358.71996473,5369011.32838472
"PB","none","207398_4",537364.005675013,5369008.93787879
"PB","none","207398_4",537369.291385295,5369006.54737286
"PB","none","207398_4",537374.577095578,5369004.15686692
"PB","none","207398_4",537379.86280586,5369001.76636099
"PB","none","207398_4",537385.148516143,5368999.37585506
"PB","none","207398_4",537390.434226426,5368996.98534913
"PB","none","207398_4",537395.719936708,5368994.5948432
"PB","none","207398_4",537392.45420502,5368997.42109466
"PB","none","207398_4",537389.188473331,5369000.24734612
"PB","none","207398_4",537385.922741643,5369003.07359758
"PB","none","207398_4",537382.657009954,5369005.89984904
"PB","none","207398_4",537379.391278265,5369008.72610051
"PB","none","207398_4",537376.125546577,5369011.55235197
"PB","none","207398_4",537372.859814888,5369014.37860343
"PB","none","207398_4",537369.5940832,5369017.20485489
"PB","none","207398_4",537366.328351511,5369020.03110635
"PB","none","207398_4",537363.062619822,5369022.85735782
"PB","none","207398_4",537361.989250765,5369027.32813756
"PB","none","207398_4",537360.915881707,5369031.79891731
"PB","none","207398_4",537351.310512362,5369039.070605
"PB","none","207398_4",537341.705143018,5369046.34229268
"PB","none","207398_4",537332.099773674,5369053.61398037
"PB","none","207398_4",537322.494404329,5369060.88566806
"PB","none","207398_4",537312.889034985,5369068.15735574
"PB","none","207398_4",537303.283665641,5369075.42904343
"PB","none","207398_4",537293.678296296,5369082.70073112
"PB","none","207398_4",537284.072926952,5369089.9724188
"PB","none","207398_4",537274.467557608,5369097.24410649
"PB","none","207398_4",537264.862188263,5369104.51579417
"PB","none","207398_4",537255.256818919,5369111.78748186
"PB","none","207398_4",537246.572331837,5369120.84018539
"PB","none","207398_4",537229.971540099,5369137.31785703
"PB","none","207398_4",537211.923084161,5369156.05388048
"PB","none","207398_4",537192.864496013,5369175.64074981
"PB","none","207398_4",537173.805907866,5369195.22761914
"PB","none","207398_4",537157.221800587,5369211.44956786
"PB","none","207398_4",537140.637693307,5369227.67151657
"PB","none","207398_4",537124.053586027,5369243.89346528
"PB","none","207398_4",537104.99499788,5369263.48033461
"PB","none","207398_4",537085.535213849,5369284.93507418
"PB","none","207398_4",537066.075429818,5369306.38981375
"PB","none","207398_4",537046.615645787,5369327.84455332
"PB","none","207398_4",537027.155861756,5369349.29929289
"PB","none","207398_4",537018.159209689,5369358.09284977
"PB","none","207398_4",537008.236114806,5369367.1344199
"PB","none","207398_4",536998.313019922,5369376.17599002
"PB","none","207398_4",536988.389925039,5369385.21756015
"PB","none","207398_4",536978.466830155,5369394.25913028
"PB","none","207398_4",536968.543735272,5369403.30070041
"PB","none","207398_4",536957.548469803,5369416.87572568
"PB","none","207398_4",536946.553204334,5369430.45075096
"PB","none","207398_4",536935.557938865,5369444.02577623
"PB","none","207398_4",536924.562673396,5369457.60080151
"PB","none","207398_4",536913.567407927,5369471.17582678
"PB","none","207398_4",536902.572142458,5369484.75085206
"PB","none","207398_4",536884.468114501,5369497.28974223
"PB","none","207398_4",536863.739323741,5369512.32588745
"PB","none","207398_4",536843.010532981,5369527.36203268
"PB","none","207398_4",536830.231600752,5369534.67785388
"PB","none","207398_4",536813.370688385,5369544.61274936
"PB","none","207398_4",536795.203508934,5369555.864624
"PB","none","207398_4",536775.251561901,5369571.57285928
"PB","none","207398_4",536755.299614868,5369587.28109456
"PB","none","207398_4",536735.347667834,5369602.98932984
"PB","none","207398_4",536715.395720801,5369618.69756512
"PB","none","207398_4",536695.443773767,5369634.4058004
"PB","none","207398_4",536675.491826734,5369650.11403568
"PB","none","207398_4",536664.070849991,5369657.45025284
"PB","none","207398_4",536654.040403044,5369663.21413952
"PB","none","207398_4",536644.009956098,5369668.97802621
"PB","none","207398_4",536633.979509151,5369674.74191289
"PB","none","207398_4",536623.949062204,5369680.50579957
"PB","none","207398_4",536613.918615258,5369686.26968625
"PB","none","207398_4",536603.888168311,5369692.03357294
"PB","none","207398_4",536593.857721364,5369697.79745962
"PB","none","207398_4",536583.827274418,5369703.5613463
"PB","none","207398_4",536573.796827471,5369709.32523298
"PB","none","207398_4",536563.766380525,5369715.08911967
"PB","none","207398_4",536553.735933578,5369720.85300635
"PB","none","207398_4",536553.891696947,5369710.10286908
"PB","none","207398_4",536554.047460316,5369699.35273181
"PB","none","207398_4",536554.203223684,5369688.60259454
"PB","none","207398_4",536554.358987053,5369677.85245727
"PB","none","207398_4",536554.514750422,5369667.10232
"PB","none","207398_4",536554.670513791,5369656.35218273
"PB","none","207398_4",536554.82627716,5369645.60204546
"PB","none","207398_4",536554.982040529,5369634.85190819
"PB","none","207398_4",536554.543128246,5369624.23974934
"PB","none","207398_4",536554.104215963,5369613.62759049
"PB","none","207398_4",536553.66530368,5369603.01543164
"PB","none","207398_4",536553.226391398,5369592.40327279
"PB","none","207398_4",536549.84498749,5369587.10968352
"PB","none","207398_4",536546.463583581,5369581.81609425
"PB","none","207398_4",536543.082179673,5369576.52250498
"PB","none","207398_4",536539.700775765,5369571.22891571
"PB","none","207398_4",536536.319371857,5369565.93532644
"PB","none","207398_4",536532.937967949,5369560.64173716
"PB","none","207398_4",536529.556564041,5369555.34814789
"PB","none","207398_4",536526.175160133,5369550.05455862
"PB","none","207398_4",536522.793756225,5369544.76096935
"PB","none","207398_4",536518.3887733,5369539.52862776
"PB","none","207398_4",536513.983790376,5369534.29628618
"PB","none","207398_4",536509.578807451,5369529.06394459
"PB","none","207398_4",536523.719264739,5369513.80521178
"PB","none","207398_4",536537.859722026,5369498.54647897
"PB","none","207398_4",536552.000179313,5369483.28774616
"PB","none","207398_4",536566.140636601,5369468.02901335
"PB","none","207398_4",536577.489455216,5369452.52765349
"PB","none","207398_4",536588.838273831,5369437.02629364
"PB","none","207398_4",536600.187092446,5369421.52493379
"PB","none","207398_4",536611.535911061,5369406.02357394
"PB","none","207398_4",536622.884729676,5369390.52221409
"PB","none","207398_4",536634.233548291,5369375.02085424
"PB","none","207398_4",536645.582366906,5369359.51949439
"PB","none","207398_4",536657.656997986,5369345.90652145
"PB","none","207398_4",536654.119181898,5369346.68252021
"PB","none","207398_4",536650.581365809,5369347.45851897
"PB","none","207398_4",536647.043549721,5369348.23451773
"PB","none","207398_4",536643.505733632,5369349.01051649
"PB","none","207398_4",536639.967917543,5369349.78651525
"PB","none","207398_4",536636.430101455,5369350.56251401
"PB","none","207398_4",536632.892285366,5369351.33851278
"PB","none","207398_4",536629.354469277,5369352.11451154
"PB","none","207398_4",536625.816653189,5369352.8905103
"PB","none","207398_4",536622.2788371,5369353.66650906
"PB","none","207398_4",536618.741021011,5369354.44250782
"PB","none","207398_4",536615.203204923,5369355.21850658
"PB","none","207398_4",536614.315374391,5369366.64285061
"PB","none","207398_4",536613.427543858,5369378.06719465
"PB","none","207398_4",536612.595621948,5369387.03005256
"PB","none","207398_4",536611.763700037,5369395.99291047
"PB","none","207398_4",536610.931778126,5369404.95576837
"PB","none","207398_4",536610.099856215,5369413.91862628
"PB","none","207398_4",536609.267934304,5369422.88148419
"PB","none","207398_4",536608.436012393,5369431.8443421
"PB","none","207398_4",536607.604090482,5369440.80720001
"PB","none","207398_4",536606.772168571,5369449.77005792
"PB","none","207398_4",536605.940246661,5369458.73291583
"PB","none","207398_4",536605.10832475,5369467.69577374
"PB","none","207398_4",536606.08332477,5369480.9942208
"PB","none","207398_4",536607.05832479,5369494.29266786
"PB","none","207398_4",536608.03332481,5369507.59111491
"PB","none","207398_4",536609.00832483,5369520.88956197
"PB","none","207398_4",536609.98332485,5369534.18800903
"PB","none","207398_4",536610.95832487,5369547.48645609
"PB","none","207398_4",536611.933324891,5369560.78490314
"PB","none","207398_4",536611.07187556,5369575.69032644
"PB","none","207398_4",536610.21042623,5369590.59574974
"PB","none","207398_4",536609.3489769,5369605.50117304
"PB","none","207398_4",536608.48752757,5369620.40659634
"PB","none","207398_4",536607.62607824,5369635.31201964
"PB","none","207398_4",536599.004231356,5369661.46824469
"PB","none","207398_4",536590.382384471,5369687.62446975
"PB","none","207398_4",536581.760537587,5369713.7806948
"PB","none","207398_4",536573.138690702,5369739.93691986
"PB","none","207398_4",536564.516843818,5369766.09314491
"PB","none","207398_4",536551.5264507,5369795.39273342
"PB","none","207398_4",536539.070630781,5369822.52937516
"PB","none","207398_4",536525.803743265,5369850.68810393
"PB","none","207398_4",536512.536855749,5369878.84683271
"PB","none","207398_4",536499.269968233,5369907.00556149
"PB","none","207398_4",536486.003080718,5369935.16429027
"PB","none","207398_4",536472.736193202,5369963.32301905
"PB","none","207398_4",536464.086565337,5369976.78982054
"PB","none","207398_4",536455.436937473,5369990.25662204
"PB","none","207398_4",536446.787309609,5370003.72342353
"PB","none","207398_4",536438.137681744,5370017.19022503
"PB","none","207398_4",536429.48805388,5370030.65702652
"PB","none","207398_4",536422.17831403,5370040.46178793
"PB","none","207398_4",536414.868574179,5370050.26654934
"PB","none","207398_4",536404.785744808,5370065.31599273
"PB","none","207398_4",536394.702915437,5370080.36543613
"PB","none","207398_4",536384.620086066,5370095.41487952
"PB","none","207398_4",536374.537256695,5370110.46432292
"PB","none","207398_4",536364.454427324,5370125.51376631
"PB","none","207398_4",536341.773672364,5370146.2763909
"PB","none","207398_4",536307.452689073,5370179.00207227
"PB","none","207398_4",536260.848824642,5370222.92090689
"PB","none","207398_4",536225.935873351,5370259.3448404
"PB","none","207398_4",536181.929513774,5370305.94744419
"PB","none","207398_4",536147.016562484,5370342.3713777
"PB","none","207398_4",536099.068526886,5370381.78105687
"PB","none","207398_4",536057.379278503,5370415.48406591
"PB","none","207398_4",536015.460813008,5370458.78646185
"PB","none","207398_4",535982.535494826,5370492.24337598
"PB","none","207398_4",535944.145126603,5370528.31195702
"PB","none","207398_4",535909.878744147,5370559.53768005
"PB","none","207398_4",535890.865863077,5370575.94890555
"PB","none","207398_4",535852.138399295,5370609.95335018
"PB","none","207398_4",535813.410935513,5370643.95779481
"PB","none","207398_4",535783.79968103,5370668.18716561
"PB","none","207398_4",535746.189638934,5370689.64604472
"PB","none","207398_4",535708.579596839,5370711.10492384
"PB","none","207398_4",535675.311713628,5370728.51574046
"PB","none","207398_4",535644.947560839,5370743.47236378
"PB","none","207398_4",535614.58340805,5370758.42898709
"PB","none","207398_4",535580.775184892,5370770.50845174
"PB","none","207398_4",535546.966961733,5370782.58791638
"PB","none","207398_4",535513.158738575,5370794.66738102
"PB","none","207398_4",535488.815391771,5370794.60002377
"PB","none","207398_4",535474.093557856,5370791.80588589
"PB","none","207398_4",535449.106539003,5370788.35305559
"PB","none","207398_4",535424.11952015,5370784.9002253
"PB","none","207398_4",535399.132501296,5370781.447395
"PB","none","207398_4",535374.145482443,5370777.99456471
"PB","none","207398_4",535349.158463589,5370774.54173441
"PB","none","207398_4",535333.516692332,5370774.70731215
"PB","none","207398_4",535311.47964742,5370775.1066828
"PB","none","207398_4",535289.442602507,5370775.50605346
"PB","none","207398_4",535267.405557595,5370775.90542411
"PB","none","207398_4",535247.890448532,5370778.22894229
"PB","none","207398_4",535241.328466646,5370770.10552081
"PB","none","207398_4",535231.043307073,5370759.62245221
"PB","none","207398_4",535223.050134219,5370746.08192685
"PB","none","207398_4",535216.704432256,5370733.78946128
"PB","none","207398_4",535210.600734278,5370718.40050946
"PB","none","207398_4",535204.4970363,5370703.01155763
"PB","none","207398_4",535198.393338322,5370687.62260581
"PB","none","207398_4",535192.289640344,5370672.23365399
"PB","none","207398_4",535186.185942366,5370656.84470217
"PB","none","207398_4",535180.082244388,5370641.45575034
"PB","none","207398_4",535173.97854641,5370626.06679852
"PB","none","207398_4",535167.874848432,5370610.6778467
"PB","none","207398_4",535185.139015279,5370569.0396184
"PB","none","207398_4",535202.187600694,5370529.39855846
"PB","none","207398_4",535220.572764389,5370486.25490459
"PB","none","207398_4",535232.179292999,5370455.14253172
"PB","none","207398_4",535244.925004951,5370421.14667686
"PB","none","207398_4",535257.670716904,5370387.15082201
"PB","none","207398_4",535266.094907894,5370345.2600682
"PB","none","207398_4",535274.519098885,5370303.3693144
"PB","none","207398_4",535282.943289875,5370261.47856059
"PB","none","207398_4",535291.367480866,5370219.58780679
"PB","none","207398_4",535298.347445912,5370154.02906182
"PB","none","207398_4",535301.606988124,5370118.50608903
"PB","none","207398_4",535313.122423328,5370057.913387
"PB","none","207398_4",535323.430282212,5369999.21834337
"PB","none","207398_4",535336.001499704,5369927.43840235
"PB","none","207398_4",535349.625804982,5369865.80203044
"PB","none","207398_4",535364.408921785,5369798.54162949
"PB","none","207398_4",535382.674244381,5369722.92026895
"PB","none","207398_4",535392.184926159,5369685.15104669
"PB","none","207398_4",535401.904442496,5369650.29443743
"PB","none","207398_4",535418.4357002,5369588.60871288
"PB","none","207398_4",535444.120164923,5369527.35495808
"PB","none","207398_4",535468.606232069,5369469.73887774
